STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,COMMODITY,Commodity,MEASURE,Measure,UNIT_MEASURE,Unit of measure,VERSION_ID,Version ID,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVENTION,Agricultural convention
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2022,,16.4924,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2021,,16.4824,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2020,,16.499,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2018,,5587.2237,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2017,,6039.0963,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2016,,5278.4752,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2015,,4461.1971,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2014,,5002.0224,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2013,,4448.565,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2012,,5310.8276,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2011,,5549.4103,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2010,,5845.6014,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,5420.7765,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,5411.1416,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2028,,5407.0905,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2027,,5405.6047,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2026,,5405.1127,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2025,,5347.8316,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2024,,5291.4993,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2023,,5186.853,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2022,,5193.3616,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2021,,5195.4103,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2020,,4699.5803,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2018,,3239.6577,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2017,,3345.3403,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2016,,3287.5022,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2015,,3245.9563,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2014,,3148.4483,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2013,,3294.9274,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2012,,3409.083,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2011,,3412.2328,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2010,,3272.9802,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,3151.9065,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,3163.2741,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2028,,3178.6643,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2027,,3191.8889,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2026,,3206.9349,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2025,,3218.4481,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2024,,3233.4052,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2023,,3247.4163,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2022,,3263.9753,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2021,,3273.3165,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2020,,3285.6641,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2019,,4.43,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0111,Wheat,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2019,,69994.8589,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,ISR,Israel,A,Annual,CPC_0111,Wheat,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2019,,41,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2019,,16.8967,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2019,,5888.9744,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,OECD,OECD,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2021_2030,Agricultural Outlook 2021-2030,2019,,3298.9176,,A,Normal value,3,Thousands,2,Two,,
